chid,alt,x1,x2,x3,s1,s2,e1,e2,o1,dist,LC,utility,match,flag
9561,1,4,15,2,s12,s21,e12,e23,o13,2.51,1,-1.175537566,1,tr
9562,0,6,5,1.5,s12,s21,e11,e21,o13,3.54,1,-1.60816441,1,tr
9562,1,6,17,2,s12,s21,e11,e21,o13,3.54,1,-1.611984867,0,tr
9563,0,12,5,2,s11,s21,e11,e22,o12,7.88,3,-1.977044252,1,ts
9563,1,13,16,2.75,s11,s21,e11,e22,o12,7.88,3,-2.105748248,0,ts
9564,0,4,5,1.5,s11,s21,e12,e23,o11,3.16,3,-1.284286667,1,tr
9564,1,5,15,2,s11,s21,e12,e23,o11,3.16,3,-1.452542392,0,tr
9565,0,6,6,1.5,s12,s23,e12,e23,o11,3.79,1,-1.639808131,0,tr
9565,1,6,13,2,s12,s23,e12,e23,o11,3.79,1,-1.435443512,1,tr
9566,0,18,6,1.5,s12,s21,e12,e22,o12,6.95,1,-3.267720212,0,tr
9566,1,11,15,2.75,s12,s21,e12,e22,o12,6.95,1,-2.643824549,1,tr
9567,0,23,6,1.5,s12,s21,e13,e22,o11,11.13,1,-3.760103915,1,ts
9567,1,18,16,3.5,s12,s21,e13,e22,o11,11.13,1,-4.154468922,0,ts
9568,0,5,6,1.5,s12,s21,e13,e22,o12,2.44,1,-1.420998695,1,tr
9568,1,3,17,2,s12,s21,e13,e22,o12,2.44,1,-2.332116055,0,tr
9569,0,12,6,1.5,s11,s21,e11,e22,o14,6.24,3,-2.156024095,0,ts
9569,1,9,16,2.75,s11,s21,e11,e22,o14,6.24,3,-1.85487683,1,ts
9570,0,16,4,1.5,s12,s21,e11,e22,o13,8.12,1,-2.84347341,0,tr
9570,1,12,14,2.75,s12,s21,e11,e22,o13,8.12,1,-1.928126986,1,tr
9571,0,31,4,2,s11,s21,e12,e22,o14,11.88,3,-3.734984724,0,tr
9571,1,18,14,3.5,s11,s21,e12,e22,o14,11.88,3,-2.81987498,1,tr
9572,0,5,5,1.5,s12,s22,e13,e22,o14,2.37,3,-1.314526177,1,tr
9572,1,3,13,2,s12,s22,e13,e22,o14,2.37,3,-1.608022585,0,tr
9573,0,7,5,2,s11,s21,e11,e22,o13,3.46,3,-1.498110719,0,ts
9573,1,5,9,2,s11,s21,e11,e22,o13,3.46,3,-0.197133808,1,ts
9574,0,4,4,2,s12,s21,e11,e22,o14,2.08,1,-1.455256244,0,tr
9574,1,3,12,2,s12,s21,e11,e22,o14,2.08,1,-0.316013742,1,tr
9575,0,43,5,1.5,s11,s21,e12,e22,o13,16.12,3,-4.953368115,0,tr
9575,1,24,15,4.25,s11,s21,e12,e22,o13,16.12,3,-4.051543757,1,tr
9576,0,5,5,1.5,s12,s21,e13,e22,o13,3.06,1,-1.434624098,1,tr
9576,1,5,14,2,s12,s21,e13,e22,o13,3.06,1,-2.053690327,0,tr
9577,0,19,6,1.5,s11,s21,e12,e21,o14,8.31,3,-3.121105847,0,ts
9577,1,13,15,2.75,s11,s21,e12,e21,o14,8.31,3,-2.673793291,1,ts
9578,0,19,4,1.5,s12,s21,e12,e22,o11,7.93,1,-3.091495607,0,tr
9578,1,13,16,2.75,s12,s21,e12,e22,o11,7.93,1,-3.013414122,1,tr
9579,0,31,6,1.5,s11,s21,e12,e23,o13,14.66,3,-4.068094785,0,tr
9579,1,23,17,3.5,s11,s21,e12,e23,o13,14.66,3,-3.841694441,1,tr
9580,0,12,5,1.5,s12,s22,e11,e21,o12,4.74,1,-2.626949312,0,ts
9580,1,7,15,2,s12,s22,e11,e21,o12,4.74,1,-1.448922376,1,ts
9581,0,13,3,1.5,s12,s21,e11,e21,o11,7.16,1,-2.225699655,0,ts
9581,1,12,14,2.75,s12,s21,e11,e21,o11,7.16,1,-1.718326989,1,ts
9582,0,6,5,1.5,s11,s21,e13,e23,o12,3.21,3,-1.244434757,1,tr
9582,1,5,13,2,s11,s21,e13,e23,o12,3.21,3,-1.949994401,0,tr
9583,0,5,3,2,s13,s21,e11,e22,o14,3.07,3,-1.041802229,1,tr
9583,1,5,17,2,s13,s21,e11,e22,o14,3.07,3,-1.206553837,0,tr
9584,0,6,5,1.5,s12,s21,e12,e22,o13,3.19,1,-1.611940116,1,ts
9584,1,5,18,2,s12,s21,e12,e22,o13,3.19,1,-2.486017175,0,ts
9585,0,5,5,1.5,s13,s21,e11,e22,o11,2.15,3,-1.289735616,0,ts
9585,1,3,15,2,s13,s21,e11,e22,o11,2.15,3,-0.722123104,1,ts
9586,0,10,6,1.5,s11,s21,e12,e23,o12,5.18,3,-1.803734797,1,ts
9586,1,7,15,2.75,s11,s21,e12,e23,o12,5.18,3,-1.999488432,0,ts
9587,0,12,6,1.5,s12,s21,e11,e21,o12,6.4,1,-2.356157294,0,ts
9587,1,10,17,2.75,s12,s21,e11,e21,o12,6.4,1,-2.347324521,1,ts
9588,0,6,6,1.5,s13,s21,e11,e22,o12,2.95,3,-1.460432097,1,ts
9588,1,4,18,2,s13,s21,e11,e22,o12,2.95,3,-1.499560962,0,ts
9589,0,22,6,1.5,s12,s21,e11,e23,o12,13.3,1,-3.677336838,0,ts
9589,1,17,17,3.5,s12,s21,e11,e23,o12,13.3,1,-2.616943122,1,ts
9590,0,19,3,1.5,s11,s21,e11,e22,o11,9.93,3,-2.436552203,0,tr
9590,1,13,15,2.75,s11,s21,e11,e22,o11,9.93,3,-1.573757976,1,tr
9591,0,8,5,2,s12,s22,e12,e21,o13,4.46,1,-1.673816255,1,ts
9591,1,8,12,2,s12,s22,e12,e21,o13,4.46,1,-1.945746035,0,ts
9592,0,15,5,2,s11,s21,e11,e21,o12,6.96,3,-2.439497484,0,tr
9592,1,11,17,2.75,s11,s21,e11,e21,o12,6.96,3,-2.196554855,1,tr
9593,0,5,6,1.5,s11,s22,e12,e21,o12,2.41,2,-2.386036107,1,tr
9593,1,4,16,2,s11,s22,e12,e21,o12,2.41,2,-3.564150512,0,tr
9594,0,29,5,2,s12,s21,e11,e22,o12,11.39,1,-4.562651973,0,ts
9594,1,18,13,3.5,s12,s21,e11,e22,o12,11.39,1,-2.637857509,1,ts
9595,0,6,6,1.5,s12,s22,e13,e22,o14,3.35,1,-1.880666162,1,tr
9595,1,5,15,2,s12,s22,e13,e22,o14,3.35,1,-2.190625411,0,tr
9596,0,10,4,2,s11,s21,e12,e22,o13,4.04,2,-1.962244081,1,ts
9596,1,6,15,2,s11,s21,e12,e22,o13,4.04,2,-3.501486627,0,ts
9597,0,11,5,1.5,s11,s23,e12,e21,o12,3.93,2,-2.363380266,1,tr
9597,1,6,16,2,s11,s23,e12,e21,o12,3.93,2,-3.85808902,0,tr
9598,0,22,4,2,s11,s21,e11,e21,o11,10.93,2,-3.079352457,1,tr
9598,1,16,17,3.5,s11,s21,e11,e21,o11,10.93,2,-4.28706522,0,tr
9599,0,7,5,1.5,s12,s23,e11,e21,o11,3.01,1,-1.706921867,0,tr
9599,1,4,15,2,s12,s23,e11,e21,o11,3.01,1,-1.089927952,1,tr
9600,0,9,3,1.5,s11,s21,e12,e22,o13,4.11,3,-1.21888208,1,tr
9600,1,6,14,2,s11,s21,e12,e22,o13,4.11,3,-1.790741045,0,tr
9601,0,18,6,1.5,s12,s21,e13,e21,o12,7.56,1,-3.031466071,1,tr
9601,1,12,18,2.75,s12,s21,e13,e21,o12,7.56,1,-3.700388936,0,tr
9602,0,19,6,1.5,s12,s21,e11,e23,o14,8.25,1,-3.505269139,0,tr
9602,1,12,18,2.75,s12,s21,e11,e23,o14,8.25,1,-1.887346841,1,tr
9603,0,15,5,1.5,s12,s21,e13,e22,o11,6.83,1,-2.802427873,0,tr
9603,1,10,16,2.75,s12,s21,e13,e22,o11,6.83,1,-2.656647671,1,tr
9604,0,17,4,1.5,s11,s21,e12,e22,o12,9.21,3,-2.328909655,1,ts
9604,1,12,18,2.75,s11,s21,e12,e22,o12,9.21,3,-2.756376019,0,ts
9605,0,50,4,1.5,s13,s21,e11,e22,o13,21.33,3,-5.679116123,0,tr
9605,1,32,16,5,s13,s21,e11,e22,o13,21.33,3,-4.094807034,1,tr
9606,0,9,4,1.5,s12,s23,e12,e22,o13,7.7,2,-2.155427389,1,tr
9606,1,11,15,2.75,s12,s23,e12,e22,o13,7.7,2,-3.847399319,0,tr
9607,0,6,5,1.5,s11,s23,e12,e22,o13,2.51,2,-1.988848305,1,tr
9607,1,4,12,2,s11,s23,e12,e22,o13,2.51,2,-2.739886794,0,tr
9608,0,31,4,1.5,s11,s21,e11,e22,o12,12.88,3,-3.955622628,0,ts
9608,1,17,15,3.5,s11,s21,e11,e22,o12,12.88,3,-2.573673233,1,ts
9609,0,5,5,2,s11,s23,e11,e22,o12,2.21,2,-1.752307576,0,tr
9609,1,3,12,2,s11,s23,e11,e22,o12,2.21,2,-1.461158594,1,tr
9610,0,3,4,1.5,s11,s21,e12,e22,o13,2.61,3,-0.867918257,1,tr
9610,1,4,13,2,s11,s21,e12,e22,o13,2.61,3,-1.605909786,0,tr
9611,0,9,5,1.5,s12,s21,e11,e22,o11,4.72,1,-1.714589503,0,tr
9611,1,6,18,2,s12,s21,e11,e22,o11,4.72,1,-1.33890642,1,tr
9612,0,6,3,1.5,s12,s21,e12,e22,o12,4.21,1,-1.48416174,1,tr
9612,1,6,15,2,s12,s21,e12,e22,o12,4.21,1,-1.866732293,0,tr
9613,0,13,4,1.5,s11,s21,e11,e22,o11,4.78,3,-1.970585437,0,ts
9613,1,7,14,2,s11,s21,e11,e22,o11,4.78,3,-0.943195799,1,ts
9614,0,10,4,1.5,s11,s21,e12,e22,o11,3.89,3,-2.10037671,0,tr
9614,1,7,14,2,s11,s21,e12,e22,o11,3.89,3,-1.84647995,1,tr
9615,0,25,5,2,s12,s21,e11,e21,o13,12.16,1,-3.87799516,0,tr
9615,1,18,15,3.5,s12,s21,e11,e21,o13,12.16,1,-2.748724984,1,tr
9616,0,7,5,1.5,s12,s21,e12,e23,o13,3.45,1,-1.895914522,0,tr
9616,1,5,16,2,s12,s21,e12,e23,o13,3.45,1,-1.754530603,1,tr
9617,0,8,3,1.5,s12,s21,e11,e21,o13,3.08,1,-1.600285298,0,tr
9617,1,5,15,2,s12,s21,e11,e21,o13,3.08,1,-0.885246402,1,tr
9618,0,12,5,1.5,s11,s21,e11,e22,o13,6.44,3,-1.874974124,0,tr
9618,1,10,12,2.75,s11,s21,e11,e22,o13,6.44,3,-0.960295395,1,tr
9619,0,45,6,2,s12,s21,e12,e23,o12,20.84,1,-6.664472292,0,ts
9619,1,32,15,5,s12,s21,e12,e23,o12,20.84,1,-4.876236986,1,ts
9620,0,8,7,2,s11,s23,e12,e22,o11,4.37,2,-2.603247255,1,tr
9620,1,7,17,2,s11,s23,e12,e22,o11,4.37,2,-4.06364208,0,tr
9621,0,4,6,1.5,s12,s21,e12,e22,o12,2.77,1,-1.479911694,0,tr
9621,1,4,10,2,s12,s21,e12,e22,o12,2.77,1,-1.19865492,1,tr
9622,0,9,6,1.5,s12,s21,e13,e21,o12,4.19,1,-2.199400421,1,ts
9622,1,6,16,2,s12,s21,e13,e21,o12,4.19,1,-2.477740162,0,ts
9623,0,6,5,2,s13,s21,e11,e22,o12,2.33,3,-1.509886765,0,tr
9623,1,4,18,2,s13,s21,e11,e22,o12,2.33,3,-1.332038242,1,tr
9624,0,7,5,1.5,s11,s21,e13,e22,o13,3.24,1,-1.693917808,1,tr
9624,1,5,14,2,s11,s21,e13,e22,o13,3.24,1,-2.212095652,0,tr
9625,0,14,5,1.5,s11,s23,e13,e21,o13,6.34,2,-2.834827265,1,ts
9625,1,10,12,2.75,s11,s23,e13,e21,o13,6.34,2,-3.602287093,0,ts
9626,0,11,6,1.5,s11,s23,e13,e21,o11,5.37,2,-2.760719307,1,tr
9626,1,7,16,2.75,s11,s23,e13,e21,o11,5.37,2,-4.323330361,0,tr
9627,0,7,8,2,s13,s21,e11,e23,o13,5.07,3,-1.818572129,0,tr
9627,1,8,14,2.75,s13,s21,e11,e23,o13,5.07,3,-1.08208418,1,tr
9628,0,7,4,1.5,s12,s21,e11,e22,o13,3.86,1,-1.852103718,0,tr
9628,1,6,14,2,s12,s21,e11,e22,o13,3.86,1,-1.135552125,1,tr
9629,0,7,8,1.5,s12,s21,e11,e22,o13,3.49,1,-2.190879858,0,tr
9629,1,5,14,2,s12,s21,e11,e22,o13,3.49,1,-0.998441468,1,tr
9630,0,8,6,1.5,s12,s21,e11,e22,o11,5.92,1,-1.742348988,0,ts
9630,1,8,16,2.75,s12,s21,e11,e22,o11,5.92,1,-1.29647452,1,ts
9631,0,5,4,1.5,s12,s22,e12,e21,o12,2.9,1,-1.403697294,1,ts
9631,1,4,16,2,s12,s22,e12,e21,o12,2.9,1,-1.772514807,0,ts
9632,0,10,4,1.5,s12,s21,e11,e22,o11,5.35,1,-1.935687985,0,tr
9632,1,7,10,2.75,s12,s21,e11,e22,o11,5.35,1,-0.667443668,1,tr
9633,0,10,6,1.5,s12,s21,e12,e22,o13,4.97,3,-2.045230545,0,tr
9633,1,8,14,2,s12,s21,e12,e22,o13,4.97,3,-1.935934166,1,tr
9634,0,26,6,1.5,s11,s21,e12,e22,o14,10.87,3,-3.342891355,0,tr
9634,1,16,12,3.5,s11,s21,e12,e22,o14,10.87,3,-2.63887979,1,tr
9635,0,9,3,1.5,s13,s21,e13,e22,o12,4.6,3,-1.628819492,1,tr
9635,1,7,17,2,s13,s21,e13,e22,o12,4.6,3,-2.885797916,0,tr
9636,0,8,4,1.5,s11,s21,e12,e22,o12,3.77,3,-1.318602825,1,tr
9636,1,6,15,2,s11,s21,e12,e22,o12,3.77,3,-2.060348116,0,tr
9637,0,14,6,1.5,s12,s23,e11,e21,o14,5.41,1,-2.784285016,0,ts
9637,1,9,15,2.75,s12,s23,e11,e21,o14,5.41,1,-1.530764023,1,ts
9638,0,8,7,1.5,s11,s21,e12,e21,o13,2.56,3,-1.941551277,1,ts
9638,1,3,18,2,s11,s21,e12,e21,o13,2.56,3,-2.074512342,0,ts
9639,0,13,4,1.5,s12,s21,e11,e22,o13,6.07,1,-2.523910177,0,tr
9639,1,9,12,2.75,s12,s21,e11,e22,o13,6.07,1,-1.357428279,1,tr
9640,0,7,5,2,s12,s21,e11,e22,o13,3.03,1,-1.834584131,0,tr
9640,1,4,15,2,s12,s21,e11,e22,o13,3.03,1,-0.683600777,1,tr
9641,0,11,6,1.5,s12,s21,e12,e22,o14,5.76,1,-2.427001337,1,tr
9641,1,10,17,2.75,s12,s21,e12,e22,o14,5.76,1,-2.881759788,0,tr
9642,0,5,4,1.5,s12,s21,e11,e22,o11,4.08,1,-1.43500464,0,tr
9642,1,6,17,2,s12,s21,e11,e22,o11,4.08,1,-1.270551089,1,tr
9643,0,9,4,2,s11,s21,e11,e21,o14,5.31,3,-1.498894182,0,tr
9643,1,9,12,2.75,s11,s21,e11,e21,o14,5.31,3,-1.053294363,1,tr
9644,0,10,4,1.5,s11,s21,e12,e21,o14,5.22,3,-1.571274131,1,tr
9644,1,7,12,2.75,s11,s21,e12,e21,o14,5.22,3,-1.963203159,0,tr
9645,0,10,5,2,s13,s21,e11,e22,o11,5.84,3,-1.578948523,0,tr
9645,1,9,13,2.75,s13,s21,e11,e22,o11,5.84,3,-1.31540853,1,tr
9646,0,15,4,1.5,s13,s23,e12,e21,o12,8.63,3,-2.526307114,1,tr
9646,1,14,15,2.75,s13,s23,e12,e21,o12,8.63,3,-2.950186541,0,tr
9647,0,10,5,1.5,s12,s21,e12,e23,o13,4.58,1,-2.292671596,0,ts
9647,1,6,17,2,s12,s21,e12,e23,o13,4.58,1,-2.023579883,1,ts
9648,0,9,4,1.5,s12,s21,e12,e22,o12,4,1,-1.699208082,1,tr
9648,1,6,16,2,s12,s21,e12,e22,o12,4,1,-2.113260641,0,tr
9649,0,12,6,1.5,s11,s23,e11,e22,o12,6.29,2,-2.968591899,0,tr
9649,1,9,13,2.75,s11,s23,e11,e22,o12,6.29,2,-2.477701358,1,tr
9650,0,16,6,2,s12,s21,e11,e22,o13,7.29,2,-2.900099539,1,tr
9650,1,10,19,2.75,s12,s21,e11,e22,o13,7.29,2,-4.043234387,0,tr
9651,0,6,4,1.5,s11,s21,e12,e21,o12,5.32,3,-1.486089782,1,tr
9651,1,8,15,2.75,s11,s21,e12,e21,o12,5.32,3,-2.252511851,0,tr
9652,0,5,4,2,s12,s23,e11,e22,o12,2.22,1,-1.416167286,0,tr
9652,1,3,14,2,s12,s23,e11,e22,o12,2.22,1,-0.498250324,1,tr
9653,0,5,6,2,s11,s21,e12,e22,o13,2.14,3,-1.585795906,1,ts
9653,1,3,18,2,s11,s21,e12,e22,o13,2.14,3,-2.058102924,0,ts
9654,0,10,6,1.5,s12,s23,e11,e22,o12,4.47,1,-1.966754787,0,tr
9654,1,6,13,2,s12,s23,e11,e22,o12,4.47,1,-0.811782217,1,tr
9655,0,12,7,2,s12,s21,e12,e22,o12,5.16,1,-2.689860012,0,tr
9655,1,8,14,2.75,s12,s21,e12,e22,o12,5.16,1,-1.909638825,1,tr
9656,0,20,4,1.5,s12,s21,e11,e23,o13,9.92,1,-3.234454284,0,tr
9656,1,15,18,2.75,s12,s21,e11,e23,o13,9.92,1,-2.519483471,1,tr
9657,0,10,6,1.5,s12,s21,e11,e21,o11,5.13,1,-2.272299651,0,tr
9657,1,9,17,2.75,s12,s21,e11,e21,o11,5.13,1,-2.046775863,1,tr
9658,0,17,6,1.5,s11,s21,e12,e21,o14,10.21,3,-2.554864198,1,tr
9658,1,16,16,3.5,s11,s21,e12,e21,o14,10.21,3,-3.312081727,0,tr
9659,0,4,4,1.5,s11,s21,e12,e22,o13,2.54,3,-1.18336709,1,ts
9659,1,4,15,2,s11,s21,e12,e22,o13,2.54,3,-1.990473203,0,ts
9660,0,10,5,2,s11,s21,e12,e21,o14,4.32,3,-1.965341049,0,tr
9660,1,7,12,2,s11,s21,e12,e21,o14,4.32,3,-1.502013962,1,tr
9661,0,5,4,1.5,s13,s23,e12,e21,o11,2.37,3,-0.958411096,1,tr
9661,1,4,12,2,s13,s23,e12,e21,o11,2.37,3,-1.510328307,0,tr
9662,0,5,5,1.5,s11,s21,e11,e21,o13,2.76,3,-1.285995792,0,tr
9662,1,4,11,2,s11,s21,e11,e21,o13,2.76,3,-0.401531032,1,tr
9663,0,10,6,1.5,s11,s21,e11,e22,o12,4.38,3,-1.981474467,0,tr
9663,1,7,16,2,s11,s21,e11,e22,o12,4.38,3,-1.562771407,1,tr
9664,0,34,5,2,s12,s21,e12,e22,o13,13.45,1,-5.257415832,0,tr
9664,1,19,14,3.5,s12,s21,e12,e22,o13,13.45,1,-3.462999514,1,tr
9665,0,10,6,1.5,s12,s21,e12,e23,o13,4.46,1,-2.37150126,0,ts
9665,1,7,14,2,s12,s21,e12,e23,o13,4.46,1,-1.675301128,1,ts
9666,0,8,5,1.5,s11,s23,e11,e21,o11,3.93,2,-2.048365779,1,tr
9666,1,6,15,2,s11,s23,e11,e21,o11,3.93,2,-2.980083907,0,tr
9667,0,25,4,2,s12,s23,e11,e22,o13,12.37,1,-4.039986575,0,tr
9667,1,19,16,3.5,s12,s23,e11,e22,o13,12.37,1,-3.125023535,1,tr
9668,0,18,3,1.5,s11,s23,e11,e22,o11,10.16,1,-2.577390033,0,tr
9668,1,18,12,3.5,s11,s23,e11,e22,o11,10.16,1,-2.396958028,1,tr
9669,0,5,6,1.5,s11,s21,e11,e22,o13,2.57,3,-1.505761961,0,ts
9669,1,4,17,2,s11,s21,e11,e22,o13,2.57,3,-1.380334799,1,ts
9670,0,5,5,1.5,s11,s21,e13,e21,o13,2.8,3,-1.283961017,1,tr
9670,1,5,16,2,s11,s21,e13,e21,o13,2.8,3,-2.552174448,0,tr
9671,0,9,4,1.5,s11,s21,e12,e23,o13,3.41,3,-1.672074225,1,ts
9671,1,5,19,2,s11,s21,e12,e23,o13,3.41,3,-2.059650169,0,ts
9672,0,20,7,1.5,s11,s21,e12,e23,o12,8.58,3,-3.146914959,0,tr
9672,1,13,14,2.75,s11,s21,e12,e23,o12,8.58,3,-2.416066623,1,tr
9673,0,28,6,1.5,s13,s21,e11,e22,o12,12.22,3,-3.604732328,0,tr
9673,1,20,14,3.5,s13,s21,e11,e22,o12,12.22,3,-2.452916141,1,tr
9674,0,6,5,1.5,s12,s21,e11,e22,o13,3.69,1,-1.440418861,0,tr
9674,1,6,12,2,s12,s21,e11,e22,o13,3.69,1,-0.74111295,1,tr
9675,0,8,4,1.5,s11,s23,e12,e22,o12,3.29,3,-1.474109423,1,tr
9675,1,4,14,2,s11,s23,e12,e22,o12,3.29,3,-1.629312736,0,tr
9676,0,13,4,1.5,s12,s21,e13,e21,o12,5.51,1,-2.291364855,1,tr
9676,1,9,14,2.75,s12,s21,e13,e21,o12,5.51,1,-2.755877797,0,tr
9677,0,5,5,1.5,s11,s22,e13,e22,o11,3.42,2,-1.556033529,1,ts
9677,1,5,19,2,s11,s22,e13,e22,o11,3.42,2,-5.069111335,0,ts
9678,0,4,6,1.5,s12,s21,e11,e22,o13,2.39,1,-1.430560064,0,ts
9678,1,4,16,2,s12,s21,e11,e22,o13,2.39,1,-1.076757454,1,ts
9679,0,19,6,1.5,s11,s23,e11,e22,o12,8.71,2,-3.409333869,0,tr
9679,1,15,11,2.75,s11,s23,e11,e22,o12,8.71,2,-2.58536351,1,tr
9680,0,14,5,1.5,s11,s23,e11,e21,o11,6.35,2,-2.781833411,1,tr
9680,1,10,16,2.75,s11,s23,e11,e21,o11,6.35,2,-3.440552449,0,tr
9681,0,15,4,2,s11,s21,e12,e22,o11,5.4,3,-2.192143899,1,tr
9681,1,7,15,2.75,s11,s21,e12,e22,o11,5.4,3,-2.308984244,0,tr
9682,0,17,4,1.5,s12,s23,e12,e21,o12,11.46,1,-2.757105915,1,ts
9682,1,18,15,3.5,s12,s23,e12,e21,o12,11.46,1,-3.623882397,0,ts
9683,0,8,3,1.5,s13,s21,e11,e22,o11,4.1,3,-1.532697834,0,tr
9683,1,6,14,2,s13,s21,e11,e22,o11,4.1,3,-0.672510843,1,tr
9684,0,3,6,1.5,s12,s22,e11,e22,o11,2.6,1,-1.57727595,0,ts
9684,1,4,16,2,s12,s22,e11,e22,o11,2.6,1,-1.390655825,1,ts
9685,0,26,4,1.5,s11,s22,e11,e22,o13,11.46,2,-3.52982985,1,tr
9685,1,17,15,3.5,s11,s22,e11,e22,o13,11.46,2,-3.794345724,0,tr
9686,0,12,4,2,s12,s21,e12,e22,o13,4.68,1,-2.341325209,0,tr
9686,1,6,12,2,s12,s21,e12,e22,o13,4.68,1,-1.739694258,1,tr
9687,0,4,5,1.5,s12,s23,e12,e21,o13,2.05,1,-1.62242693,0,tr
9687,1,3,12,2,s12,s23,e12,e21,o13,2.05,1,-1.215515132,1,tr
9688,0,18,5,1.5,s12,s23,e12,e21,o13,8.05,1,-3.00072758,0,tr
9688,1,11,16,2.75,s12,s23,e12,e21,o13,8.05,1,-2.589578463,1,tr
9689,0,18,5,2,s12,s21,e12,e22,o13,7.06,1,-3.153480058,0,ts
9689,1,11,14,2.75,s12,s21,e12,e22,o13,7.06,1,-2.465701027,1,ts
9690,0,7,4,2,s11,s22,e11,e21,o12,4.49,3,-1.350739992,1,ts
9690,1,6,16,2,s11,s22,e11,e21,o12,4.49,3,-1.427735183,0,ts
9691,0,13,6,1.5,s11,s23,e12,e22,o13,5.69,2,-2.921306119,1,tr
9691,1,8,13,2.75,s11,s23,e12,e22,o13,5.69,2,-3.149009586,0,tr
9692,0,39,5,2,s12,s21,e12,e21,o12,22.23,1,-5.671259964,1,tr
9692,1,36,17,5,s12,s21,e12,e21,o12,22.23,1,-6.07195498,0,tr
9693,0,7,5,1.5,s11,s21,e12,e22,o13,2.67,3,-1.561497672,1,ts
9693,1,3,20,2,s11,s21,e12,e22,o13,2.67,3,-2.469157555,0,ts
9694,0,13,5,1.5,s11,s22,e12,e22,o12,5.8,1,-2.520699917,0,tr
9694,1,8,15,2.75,s11,s22,e12,e22,o12,5.8,1,-2.405725449,1,tr
9695,0,13,5,1.5,s13,s21,e11,e23,o11,9.38,3,-2.061344636,0,tr
9695,1,15,13,2.75,s13,s21,e11,e23,o11,9.38,3,-1.8855641,1,tr
9696,0,14,5,1.5,s12,s21,e12,e23,o12,6.89,1,-2.289108009,0,tr
9696,1,10,15,2.75,s12,s21,e12,e23,o12,6.89,1,-1.899844084,1,tr
9697,0,16,7,1.5,s12,s22,e11,e22,o12,6.31,1,-2.710958094,0,tr
9697,1,9,15,2.75,s12,s22,e11,e22,o12,6.31,1,-1.465525168,1,tr
9698,0,9,5,1.5,s12,s21,e12,e22,o12,4.32,1,-2.078273468,0,ts
9698,1,6,15,2,s12,s21,e12,e22,o12,4.32,1,-1.585235147,1,ts
9699,0,14,7,1.5,s11,s21,e12,e22,o12,9.2,3,-2.66736445,1,tr
9699,1,13,15,2.75,s11,s21,e12,e22,o12,9.2,3,-2.794242669,0,tr
9700,0,10,5,1.5,s11,s21,e11,e21,o12,4.59,3,-1.689141682,0,tr
9700,1,7,13,2,s11,s21,e11,e21,o12,4.59,3,-0.77941918,1,tr
9701,0,7,6,1.5,s11,s21,e11,e22,o12,2.97,3,-1.79275258,0,tr
9701,1,4,15,2,s11,s21,e11,e22,o12,2.97,3,-0.874779563,1,tr
9702,0,6,5,2,s12,s21,e13,e22,o12,3.77,1,-1.693908143,1,tr
9702,1,6,15,2,s12,s21,e13,e22,o12,3.77,1,-2.143685647,0,tr
9703,0,15,5,1.5,s12,s22,e11,e22,o12,6.13,1,-2.848484456,0,tr
9703,1,9,17,2.75,s12,s22,e11,e22,o12,6.13,1,-1.835557085,1,tr
9704,0,8,7,2,s13,s21,e11,e23,o12,3.48,3,-2.112867187,0,ts
9704,1,5,16,2,s13,s21,e11,e23,o12,3.48,3,-1.110045305,1,ts
9705,0,6,6,1.5,s11,s21,e11,e22,o11,2.86,3,-1.424582222,0,tr
9705,1,4,14,2,s11,s21,e11,e22,o11,2.86,3,-0.810258511,1,tr
9706,0,8,4,1.5,s11,s22,e11,e22,o14,4.3,2,-1.971927129,1,ts
9706,1,6,14,2,s11,s22,e11,e22,o14,4.3,2,-2.520105011,0,ts
9707,0,8,6,1.5,s12,s21,e12,e23,o12,4.71,1,-1.870833218,0,tr
9707,1,8,14,2,s12,s21,e12,e23,o12,4.71,1,-1.863394037,1,tr
9708,0,10,6,2,s11,s21,e11,e21,o12,5.5,3,-2.115044146,0,ts
9708,1,7,17,2.75,s11,s21,e11,e21,o12,5.5,3,-1.697902139,1,ts
9709,0,17,7,1.5,s11,s21,e11,e22,o11,8.29,3,-2.760229374,0,tr
9709,1,12,12,2.75,s11,s21,e11,e22,o11,8.29,3,-1.496426853,1,tr
9710,0,9,5,1.5,s11,s21,e12,e23,o13,6.67,3,-1.794426718,1,tr
9710,1,10,13,2.75,s11,s21,e12,e23,o13,6.67,3,-1.87422434,0,tr
9711,0,11,7,1.5,s11,s23,e11,e21,o11,3.77,2,-2.886896878,1,tr
9711,1,6,17,2,s11,s23,e11,e21,o11,3.77,2,-3.166335533,0,tr
9712,0,10,6,1.5,s12,s21,e12,e22,o14,4.14,1,-2.24558199,0,ts
9712,1,6,14,2,s12,s21,e12,e22,o14,4.14,1,-2.102936068,1,ts
9713,0,7,3,1.5,s11,s21,e12,e22,o13,3.22,3,-1.219202901,1,tr
9713,1,4,16,2,s11,s21,e12,e22,o13,3.22,3,-1.777799042,0,tr
9714,0,19,6,2,s11,s23,e12,e21,o13,7.65,2,-3.643550848,1,tr
9714,1,11,17,2.75,s11,s23,e12,e21,o13,7.65,2,-4.710213581,0,tr
9715,0,11,4,2,s11,s23,e13,e21,o13,4.2,2,-2.378469064,1,tr
